(24, 68, 11)
(54, 42, 11)
(51, 25, 11)
(76, 1, 11)
(31, 92, 11)
(34, 78, 11)
(52, 66, 11)
(92, 46, 11)
(56, 25, 11)
(69, 2, 11)
(48, 34, 11)
(49, 11, 11)
(84, 28, 11)
(60, 62, 11)
(61, 31, 11)
(22, 68, 11)
(58, 6, 11)
(64, 34, 11)
(36, 52, 11)
(71, 54, 11)
(77, 58, 11)
(84, 24, 11)
(29, 41, 11)
(28, 68, 11)
(78, 7, 11)
(22, 95, 12)
(99, 87, 12)
(17, 42, 12)
(29, 22, 12)
(62, 99, 12)
(96, 12, 12)
(56, 80, 12)
(61, 1, 12)
(76, 24, 12)
(92, 65, 12)
(75, 45, 12)
(70, 74, 12)
(96, 81, 12)
(99, 76, 12)
(37, 47, 12)
(84, 89, 12)
(79, 2, 12)
(62, 80, 12)
(86, 38, 12)
(35, 39, 12)
(30, 17, 12)
(63, 95, 12)
(58, 7, 12)
(85, 8, 12)
(99, 2, 12)
(70, 72, 12)
(73, 41, 12)
(49, 3, 12)
(42, 80, 12)
(59, 99, 12)
(53, 99, 12)
(77, 26, 12)
(95, 88, 12)
(77, 70, 12)
(77, 44, 12)
(67, 37, 12)
(36, 90, 12)
(53, 57, 12)
(69, 21, 12)
(80, 60, 12)
(55, 50, 12)
(27, 35, 12)
(78, 25, 12)
(38, 58, 12)
(66, 48, 12)
(77, 12, 12)
(91, 1, 12)
(99, 73, 12)
(29, 65, 12)
(65, 35, 12)
(92, 68, 12)
(68, 76, 12)
(65, 24, 12)
(99, 92, 12)
(62, 9, 12)
(48, 46, 12)
(78, 49, 12)
(87, 90, 12)
(85, 89, 12)
(61, 93, 12)
(25, 78, 12)
(78, 10, 12)
(84, 71, 12)
(87, 38, 12)
(63, 56, 12)
(65, 62, 12)
(74, 72, 12)
(34, 46, 12)
(63, 20, 12)
(26, 91, 12)
(99, 65, 12)
(72, 36, 12)
(12, 85, 12)
(57, 86, 12)
(79, 31, 12)
(64, 16, 12)
(92, 15, 12)
(64, 99, 12)
(51, 87, 12)
(27, 34, 12)
(38, 57, 12)
(46, 66, 12)
(82, 93, 12)
(59, 30, 12)
(87, 97, 12)
(34, 87, 12)
(49, 87, 12)
(40, 93, 12)
(80, 11, 12)
(85, 9, 12)
(41, 2, 12)
(96, 66, 12)
(90, 78, 12)
(32, 10, 12)
(93, 76, 12)
(92, 68, 12)
(65, 16, 12)
(86, 7, 12)
(57, 49, 12)
(51, 99, 12)
(52, 29, 12)
(56, 33, 12)
(30, 34, 13)
(4, 57, 13)
(94, 62, 13)
(62, 33, 13)
(6, 90, 13)
(99, 86, 13)
(99, 40, 13)
(92, 88, 13)
(71, 53, 13)
(58, 37, 13)
(48, 32, 13)
(56, 66, 13)
(27, 36, 13)
(57, 69, 13)
(68, 1, 13)
(15, 62, 13)
(26, 97, 13)
(57, 19, 13)
(57, 24, 13)
(99, 93, 13)
(38, 12, 13)
(66, 96, 13)
(65, 99, 13)
(1, 52, 13)
(49, 42, 13)
(52, 60, 13)
(16, 34, 13)
(99, 54, 13)
(22, 90, 13)
(72, 64, 13)
(62, 56, 13)
(96, 42, 13)
(72, 11, 13)
(57, 51, 13)
(32, 2, 13)
(31, 88, 13)
(14, 76, 13)
(81, 78, 13)
(55, 56, 13)
(33, 28, 13)
(38, 89, 13)
(45, 74, 13)
(83, 2, 13)
(28, 63, 13)
(88, 49, 13)
(23, 80, 13)
(69, 91, 13)
(95, 7, 13)
(25, 93, 13)
(15, 42, 13)
(59, 59, 13)
(96, 5, 13)
(22, 44, 13)
(45, 32, 13)
(16, 60, 13)
(90, 27, 13)
(53, 8, 13)
(57, 40, 13)
(84, 61, 13)
(64, 77, 13)
(65, 71, 13)
(23, 38, 13)
(69, 1, 13)
(32, 7, 13)
(56, 27, 13)
(82, 17, 13)
(69, 43, 13)
(53, 17, 13)
(83, 14, 13)
(61, 16, 13)
(57, 23, 13)
(35, 49, 13)
(77, 86, 13)
(99, 30, 13)
(42, 28, 13)
(76, 28, 13)
(3, 88, 13)
(71, 18, 13)
(31, 87, 13)
(87, 23, 13)
(99, 43, 13)
(91, 88, 13)
(18, 19, 13)
(51, 16, 13)
(83, 9, 13)
(80, 47, 13)
(29, 53, 13)
(38, 15, 13)
(28, 7, 13)
(50, 97, 13)
(90, 6, 13)
(69, 12, 13)
(84, 99, 13)
(76, 35, 13)
(61, 51, 13)
(75, 27, 13)
(40, 26, 13)
(94, 78, 13)
(54, 55, 13)
(96, 44, 13)
(83, 59, 13)
(96, 80, 13)
(34, 56, 13)
(97, 93, 13)
(47, 54, 13)
(56, 26, 13)
(57, 11, 13)
(14, 63, 13)
(19, 47, 13)
(56, 28, 13)
(12, 98, 13)
(47, 96, 13)
(58, 15, 13)
(48, 45, 13)
(11, 93, 13)
(1, 73, 13)
(96, 72, 13)
(93, 36, 13)
(67, 52, 13)
(45, 71, 13)
(23, 59, 13)
(99, 90, 13)
(13, 63, 13)
(62, 65, 13)
(81, 92, 13)
(45, 5, 13)
(70, 81, 13)
(23, 88, 13)
(10, 58, 14)
(58, 41, 14)
(67, 60, 14)
(44, 33, 14)
(89, 28, 14)
(72, 42, 14)
(14, 23, 14)
(1, 99, 14)
(83, 10, 14)
(66, 53, 14)
(55, 51, 14)
(78, 86, 14)
(84, 42, 14)
(1, 95, 14)
(86, 12, 14)
(76, 55, 14)
(7, 94, 14)
(65, 56, 14)
(74, 75, 14)
(53, 15, 14)
(71, 58, 14)
(50, 46, 14)
(5, 61, 14)
(24, 90, 14)
(26, 62, 14)
(43, 3, 14)
(31, 80, 14)
(56, 10, 14)
(83, 78, 14)
(46, 32, 14)
(86, 22, 14)
(50, 95, 14)
(31, 88, 14)
(61, 44, 14)
(61, 10, 14)
(41, 55, 14)
(91, 37, 14)
(92, 87, 14)
(22, 60, 14)
(46, 40, 14)
(64, 75, 14)
(77, 71, 14)
(19, 71, 14)
(75, 61, 14)
(83, 16, 14)
(81, 54, 14)
(65, 2, 14)
(71, 14, 14)
(82, 5, 14)
(66, 97, 14)
(78, 26, 14)
(31, 61, 14)
(91, 43, 14)
(13, 92, 14)
(50, 94, 14)
(16, 53, 14)
(80, 49, 14)
(44, 25, 14)
(33, 88, 14)
(54, 18, 14)
(56, 9, 14)
(69, 76, 14)
(73, 14, 14)
(38, 43, 14)
(31, 63, 14)
(99, 1, 14)
(60, 84, 14)
(42, 1, 14)
(52, 50, 14)
(74, 4, 14)
(17, 18, 14)
(96, 30, 14)
(94, 37, 14)
(62, 86, 14)
(45, 13, 14)
(46, 86, 14)
(45, 34, 14)
(43, 1, 14)
(51, 27, 14)
(7, 94, 14)
(33, 17, 14)
(99, 62, 14)
(99, 88, 14)
(58, 85, 14)
(79, 1, 14)
(16, 21, 14)
(15, 53, 14)
(64, 5, 14)
(26, 87, 14)
(29, 95, 14)
(1, 77, 14)
(40, 91, 14)
(33, 40, 14)
(55, 22, 14)
(46, 17, 14)
(36, 78, 14)
(51, 10, 14)
(54, 44, 14)
(28, 62, 14)
(53, 52, 14)
(81, 50, 14)
(66, 29, 14)
(55, 49, 14)
(91, 16, 14)
(50, 49, 14)
(19, 96, 14)
(87, 31, 14)
(64, 24, 14)
(73, 96, 14)
(53, 99, 14)
(14, 5, 14)
(97, 65, 14)
(8, 41, 14)
(31, 48, 14)
(36, 54, 14)
(47, 35, 14)
(61, 22, 14)
(75, 41, 14)
(27, 61, 14)
(74, 23, 14)
(63, 13, 14)
(54, 90, 14)
(61, 14, 14)
(50, 84, 14)
(64, 33, 14)
(83, 71, 14)
(3, 42, 14)
(36, 46, 14)
(95, 36, 14)
(31, 58, 14)
(56, 1, 14)
(23, 34, 14)
(15, 1, 14)
(82, 82, 14)
(45, 39, 14)
(25, 64, 14)
(35, 3, 14)
(1, 60, 14)
(99, 51, 15)
(61, 74, 15)
(4, 66, 15)
(3, 78, 15)
(63, 13, 15)
(66, 63, 15)
(96, 90, 15)
(78, 1, 15)
(14, 16, 15)
(46, 56, 15)
(45, 56, 15)
(69, 20, 15)
(35, 41, 15)
(76, 75, 15)
(13, 52, 15)
(44, 27, 15)
(13, 54, 15)
(78, 39, 15)
(74, 9, 15)
(63, 25, 15)
(85, 3, 15)
(63, 99, 15)
(43, 71, 15)
(84, 89, 15)
(80, 26, 15)
(18, 89, 15)
(39, 51, 15)
(54, 57, 15)
(85, 6, 15)
(24, 91, 15)
(79, 37, 15)
(34, 26, 15)
(82, 19, 15)
(18, 99, 15)
(63, 99, 15)
(67, 74, 15)
(15, 55, 15)
(53, 72, 15)
(1, 38, 15)
(77, 73, 15)
(85, 84, 15)
(47, 18, 15)
(66, 10, 15)
(35, 91, 15)
(31, 96, 15)
(24, 50, 15)
(77, 41, 15)
(96, 20, 15)
(49, 31, 15)
(9, 1, 15)
(59, 47, 15)
(79, 77, 15)
(38, 99, 15)
(70, 50, 15)
(89, 77, 15)
(37, 45, 15)
(99, 99, 15)
(66, 70, 15)
(13, 67, 15)
(22, 72, 15)
(26, 11, 15)
(64, 3, 15)
(36, 81, 15)
(14, 5, 15)
(9, 9, 15)
(87, 49, 15)
(97, 34, 15)
(69, 89, 15)
(86, 24, 15)
(82, 26, 15)
(35, 45, 15)
(38, 21, 15)
(59, 8, 15)
(70, 10, 15)
(72, 55, 15)
(26, 67, 15)
(77, 86, 15)
(90, 17, 15)
(36, 65, 15)
(1, 89, 15)
(53, 97, 15)
(34, 34, 15)
(61, 58, 15)
(41, 57, 15)
(13, 23, 15)
(34, 60, 15)
(15, 11, 15)
(39, 2, 15)
(66, 32, 15)
(57, 63, 15)
(1, 63, 15)
(46, 2, 15)
(11, 99, 15)
(30, 64, 15)
(4, 65, 15)
(16, 73, 15)
(39, 97, 15)
(74, 26, 15)
(51, 62, 15)
(74, 52, 15)
(31, 70, 15)
(24, 74, 15)
(15, 50, 15)
(19, 89, 15)
(57, 89, 15)
(50, 59, 15)
(5, 59, 15)
(13, 62, 15)
(78, 45, 15)
(77, 4, 15)
(43, 63, 15)
(11, 53, 15)
(80, 1, 15)
(68, 44, 15)
(81, 35, 15)
(2, 22, 15)
(44, 84, 15)
(46, 99, 15)
(14, 54, 15)
(91, 51, 15)
(24, 96, 15)
(95, 21, 15)
(32, 47, 15)
(63, 55, 15)
(40, 80, 15)
(96, 9, 15)
(15, 91, 15)
(57, 99, 15)
(49, 53, 15)
(2, 91, 15)
(98, 12, 15)
(99, 54, 15)
(75, 13, 15)
(68, 83, 15)
(93, 99, 15)
(38, 74, 15)
(87, 60, 15)
(64, 75, 15)
(36, 5, 15)
(18, 23, 15)
(34, 88, 15)
(14, 2, 15)
(63, 62, 15)
(12, 7, 15)
(84, 40, 15)
(18, 24, 15)
(11, 16, 15)
(30, 45, 15)
(92, 44, 16)
(76, 15, 16)
(35, 81, 16)
(19, 90, 16)
(89, 58, 16)
(99, 95, 16)
(30, 17, 16)
(46, 1, 16)
(53, 30, 16)
(7, 19, 16)
(83, 45, 16)
(46, 60, 16)
(10, 47, 16)
(36, 74, 16)
(10, 38, 16)
(81, 10, 16)
(2, 98, 16)
(9, 1, 16)
(69, 58, 16)
(26, 49, 16)
(55, 28, 16)
(53, 47, 16)
(72, 92, 16)
(94, 79, 16)
(51, 13, 16)
(31, 57, 16)
(64, 74, 16)
(46, 46, 16)
(19, 58, 16)
(70, 14, 16)
(20, 69, 16)
(99, 58, 16)
(26, 59, 16)
(2, 84, 16)
(71, 33, 16)
(57, 1, 16)
(46, 8, 16)
(70, 64, 16)
(71, 37, 16)
(21, 1, 16)
(63, 50, 16)
(94, 16, 16)
(1, 82, 16)
(32, 80, 16)
(26, 58, 16)
(65, 1, 16)
(68, 83, 16)
(49, 1, 16)
(9, 79, 16)
(64, 17, 16)
(24, 50, 16)
(1, 48, 16)
(67, 67, 16)
(7, 50, 16)
(58, 87, 16)
(56, 86, 16)
(42, 5, 16)
(21, 42, 16)
(61, 48, 16)
(33, 87, 16)
(69, 10, 16)
(2, 99, 16)
(24, 50, 16)
(12, 1, 16)
(83, 47, 16)
(35, 25, 16)
(40, 69, 16)
(9, 59, 16)
(23, 53, 16)
(67, 70, 16)
(29, 82, 16)
(1, 63, 16)
(38, 85, 16)
(33, 65, 16)
(70, 69, 16)
(39, 79, 16)
(1, 92, 16)
(29, 89, 16)
(50, 53, 16)
(17, 4, 16)
(85, 30, 16)
(99, 39, 16)
(60, 24, 16)
(61, 3, 16)
(28, 32, 16)
(77, 68, 16)
(34, 80, 16)
(19, 56, 16)
(43, 21, 16)
(32, 31, 16)
(45, 12, 16)
(16, 19, 16)
(34, 59, 16)
(67, 87, 16)
(7, 3, 16)
(15, 13, 16)
(1, 60, 16)
(59, 80, 16)
(1, 51, 16)
(51, 80, 16)
(43, 56, 16)
(42, 56, 16)
(23, 68, 16)
(80, 57, 16)
(81, 99, 16)
(68, 1, 16)
(68, 14, 16)
(83, 98, 16)
(85, 64, 16)
(93, 99, 16)
(89, 64, 16)
(20, 21, 16)
(79, 4, 16)
(44, 79, 16)
(1, 43, 16)
(59, 60, 16)
(83, 47, 16)
(20, 58, 16)
(34, 6, 16)
(69, 45, 16)
(11, 61, 16)
(61, 21, 16)
(39, 17, 16)
(99, 5, 16)
(36, 30, 16)
(23, 48, 16)
(89, 99, 16)
(73, 39, 16)
(46, 81, 16)
(42, 86, 16)
(65, 56, 16)
(74, 56, 16)
(21, 19, 16)
(37, 54, 16)
(22, 39, 16)
(75, 36, 16)
(28, 41, 16)
(47, 48, 16)
(27, 74, 16)
(40, 64, 16)
(41, 28, 16)
(65, 56, 16)
(84, 82, 16)
(3, 89, 16)
(12, 33, 16)
(66, 84, 16)
(77, 11, 16)
(56, 77, 17)
(78, 20, 17)
(23, 14, 17)
(42, 71, 17)
(81, 52, 17)
(22, 13, 17)
(25, 56, 17)
(11, 56, 17)
(54, 69, 17)
(50, 8, 17)
(65, 83, 17)
(23, 27, 17)
(17, 41, 17)
(61, 35, 17)
(20, 32, 17)
(54, 48, 17)
(76, 40, 17)
(41, 74, 17)
(99, 94, 17)
(12, 73, 17)
(6, 35, 17)
(53, 99, 17)
(86, 77, 17)
(23, 13, 17)
(99, 62, 17)
(72, 56, 17)
(75, 13, 17)
(77, 3, 17)
(46, 1, 17)
(21, 89, 17)
(27, 18, 17)
(15, 19, 17)
(92, 75, 17)
(38, 4, 17)
(65, 10, 17)
(3, 79, 17)
(84, 62, 17)
(1, 27, 17)
(45, 79, 17)
(41, 31, 17)
(72, 78, 17)
(37, 8, 17)
(79, 10, 17)
(86, 9, 17)
(94, 20, 17)
(1, 46, 17)
(48, 82, 17)
(95, 12, 17)
(17, 73, 17)
(16, 90, 17)
(43, 78, 17)
(36, 91, 17)
(88, 30, 17)
(35, 66, 17)
(9, 81, 17)
(58, 8, 17)
(42, 42, 17)
(99, 62, 17)
(93, 83, 17)
(1, 89, 17)
(12, 39, 17)
(18, 39, 17)
(63, 62, 17)
(62, 6, 17)
(49, 43, 17)
(17, 58, 17)
(60, 37, 17)
(85, 25, 17)
(37, 16, 17)
(50, 63, 17)
(88, 16, 17)
(32, 32, 17)
(93, 15, 17)
(1, 87, 17)
(96, 57, 17)
(82, 36, 17)
(14, 57, 17)
(72, 8, 17)
(17, 1, 17)
(3, 80, 17)
(52, 29, 17)
(12, 9, 17)
(6, 58, 17)
(71, 30, 17)
(16, 99, 17)
(48, 50, 17)
(31, 52, 17)
(93, 99, 17)
(91, 11, 17)
(44, 28, 17)
(52, 92, 17)
(22, 95, 17)
(1, 8, 17)
(25, 78, 17)
(19, 80, 17)
(63, 84, 17)
(29, 43, 17)
(59, 62, 17)
(1, 61, 17)
(63, 61, 17)
(13, 67, 17)
(76, 34, 17)
(86, 65, 17)
(99, 41, 17)
(1, 11, 17)
(74, 51, 17)
(35, 66, 17)
(92, 31, 17)
(72, 48, 17)
(40, 10, 17)
(68, 99, 17)
(5, 23, 17)
(35, 99, 17)
(96, 99, 17)
(99, 40, 17)
(19, 56, 17)
(90, 42, 17)
(1, 67, 17)
(37, 68, 17)
(44, 62, 17)
(1, 99, 17)
(3, 75, 17)
(31, 46, 17)
(64, 53, 17)
(49, 13, 17)
(70, 85, 17)
(1, 69, 17)
(73, 54, 17)
(67, 4, 17)
(17, 16, 17)
(99, 67, 17)
(41, 9, 17)
(27, 37, 17)
(27, 83, 17)
(21, 18, 17)
(62, 66, 17)
(21, 6, 17)
(49, 1, 17)
(64, 75, 18)
(1, 77, 18)
(14, 95, 18)
(44, 33, 18)
(30, 82, 18)
(33, 41, 18)
(40, 21, 18)
(41, 35, 18)
(31, 40, 18)
(52, 9, 18)
(27, 78, 18)
(91, 30, 18)
(29, 46, 18)
(39, 90, 18)
(20, 30, 18)
(57, 64, 18)
(38, 37, 18)
(11, 25, 18)
(99, 30, 18)
(39, 91, 18)
(49, 18, 18)
(82, 16, 18)
(62, 76, 18)
(65, 38, 18)
(66, 14, 18)
(29, 21, 18)
(17, 3, 18)
(33, 9, 18)
(32, 65, 18)
(99, 19, 18)
(70, 4, 18)
(34, 38, 18)
(41, 84, 18)
(2, 74, 18)
(77, 42, 18)
(78, 99, 18)
(85, 85, 18)
(91, 6, 18)
(25, 40, 18)
(63, 89, 18)
(1, 84, 18)
(38, 33, 18)
(66, 78, 18)
(18, 87, 18)
(65, 93, 18)
(60, 57, 18)
(9, 88, 18)
(17, 35, 18)
(45, 3, 18)
(97, 40, 18)
(95, 1, 18)
(61, 24, 18)
(96, 86, 18)
(27, 22, 18)
(32, 20, 18)
(1, 87, 18)
(90, 1, 18)
(4, 81, 18)
(87, 24, 18)
(39, 1, 18)
(99, 8, 18)
(2, 99, 18)
(34, 66, 18)
(34, 42, 18)
(5, 56, 18)
(92, 43, 18)
(61, 96, 18)
(81, 10, 18)
(83, 46, 18)
(84, 68, 18)
(39, 89, 18)
(39, 41, 18)
(10, 37, 18)
(5, 27, 18)
(70, 81, 18)
(34, 92, 18)
(6, 65, 18)
(45, 53, 18)
(92, 33, 18)
(98, 64, 18)
(17, 78, 18)
(29, 45, 18)
(1, 70, 18)
(95, 42, 18)
(19, 65, 18)
(12, 99, 18)
(72, 61, 18)
(43, 64, 18)
(79, 38, 18)
(7, 71, 18)
(28, 14, 18)
(57, 69, 18)
(79, 71, 18)
(32, 58, 18)
(89, 14, 18)
(6, 86, 18)
(59, 52, 18)
(38, 12, 18)
(90, 18, 18)
(1, 94, 18)
(42, 87, 18)
(77, 1, 18)
(47, 25, 18)
(42, 94, 18)
(23, 41, 18)
(52, 38, 18)
(99, 37, 18)
(84, 47, 18)
(23, 45, 18)
(60, 52, 18)
(71, 11, 18)
(10, 19, 18)
(58, 70, 18)
(70, 50, 18)
(5, 97, 18)
(9, 56, 18)
(99, 20, 18)
(39, 79, 19)
(15, 71, 19)
(85, 99, 19)
(21, 73, 19)
(30, 78, 19)
(1, 45, 19)
(59, 15, 19)
(60, 83, 19)
(58, 1, 19)
(23, 8, 19)
(19, 54, 19)
(45, 59, 19)
(70, 48, 19)
(91, 2, 19)
(54, 42, 19)
(53, 17, 19)
(80, 27, 19)
(16, 29, 19)
(19, 40, 19)
(72, 17, 19)
(68, 27, 19)
(15, 52, 19)
(37, 35, 19)
(60, 29, 19)
(48, 43, 19)
(47, 84, 19)
(62, 74, 19)
(33, 33, 19)
(9, 75, 19)
(66, 95, 19)
(32, 88, 19)
(17, 99, 19)
(74, 43, 19)
(20, 21, 19)
(7, 27, 19)
(75, 43, 19)
(58, 80, 19)
(27, 71, 19)
(11, 89, 19)
(84, 88, 19)
(27, 50, 19)
(24, 14, 19)
(9, 92, 19)
(42, 75, 19)
(62, 86, 19)
(4, 32, 19)
(12, 87, 19)
(18, 77, 19)
(32, 41, 19)
(70, 10, 19)
(99, 1, 19)
(83, 19, 19)
(10, 15, 19)
(88, 35, 19)
(33, 92, 19)
(93, 12, 19)
(9, 84, 19)
(13, 13, 19)
(1, 23, 19)
(60, 68, 19)
(46, 7, 19)
(58, 27, 19)
(12, 9, 19)
(49, 71, 19)
(13, 1, 19)
(49, 74, 19)
